38097,78262
50941,60695
93836,79770
58398,41948
63922,84058
34206,35466
86919,99842
53042,57631
33022,22167
68147,61786
89045,69070
48228,30553
46550,96972
79584,49251
75840,50994
59794,91178
18646,29903
63922,92270
19887,50470
87526,68328
29501,87788
59667,56579
37081,23154
69142,29012
89990,24751
38097,12191
62616,14613
75476,88157
74115,78319
37081,57573
88296,49634
23920,80779
45944,58363
23891,38626
43477,44119
92308,87012
19887,94285
58398,47957
73475,98671
90536,80957
97254,75724
34449,55207
46570,26929
67524,88177
87526,42538
34610,60062
89453,31875
51230,84401
37435,30370
26508,77609
89045,54400
76877,16998
49621,53993
11280,80345
83000,33089
54338,59754
58398,10070
47218,79056
94596,38998
93836,78946
58398,17022
96876,26488
48228,29505
84630,87585
50840,11881
89196,34065
57959,92780
19887,84213
64164,89873
76456,88432
48228,27932
51234,75295
48228,87532
79056,89045
40848,90024
70022,83717
35548,44095
31672,61389
80712,45153
46743,53642
27572,79895
63922,62353
43553,31718
16679,47638
37435,68079
82246,99980
53198,28989
72011,55315
57048,39285
79056,63939
44485,79274
46550,67372
89990,37081
46550,90006
14583,78226
39212,49740
58398,57801
89990,99700
78226,20514
90650,74207
37435,30895
48228,45690
95569,59599
43919,36570
46550,27098
58398,23232
62096,64885
17022,85030
68818,91242
79056,32735
35330,84321
73475,15556
20996,65535
47868,46287
88715,72870
28963,26102
60988,53627
17144,24886
76191,96189
45636,24759
93836,98950
90595,47061
11280,74001
50701,91701
79056,35581
50020,55474
95451,39955
78226,16183
61285,76584
97165,22474
37435,23396
50801,71483
26883,94355
82246,16187
19971,48892
44272,78206
53164,90897
54389,60606
30489,15976
87526,64132
56758,30030
78226,58524
38097,37832
99949,78244
28222,10124
95384,45015
10124,98771
82069,69753
56590,71588
55040,39250
75373,60302
75373,44720
89857,49715
63358,17921
41212,20595
86278,71304
42672,52931
79056,12734
51840,96838
91553,69950
46460,20134
57523,44631
82246,21834
67785,87705
90674,67003
46550,57615
27095,24713
37081,92252
40818,69531
98970,95550
52208,69979
56378,86183
66222,97271
56073,34116
26938,61862
60312,69230
73475,39386
27731,91297
71904,91115
32930,65373
84534,22264
24914,42510
11750,31022
79584,79868
11280,52225
22693,81993
29200,90622
36850,10788
74840,19596
89990,18745
48049,95360
40727,37314
88941,43291
42023,16658
91462,42096
67282,35810
64835,60361
79056,92458
68039,75435
44179,28125
53140,59855
17022,77935
63922,54641
79056,38395
60560,57487
42839,28437
11280,70988
44391,71731
97823,71274
50801,26290
28186,44854
90871,48594
73475,77287
84401,65614
12542,15083
84321,46738
92183,97269
79584,70388
50801,43702
40727,68959
67896,85936
61786,66276
79046,46788
51794,75138
16350,67218
37435,84121
46550,85923
64738,27696
97663,33242
90595,53268
13720,74163
37435,35519
76504,95673
50898,75926
46367,31828
34762,13255
19661,91251
60459,35165
57486,89359
68802,56104
10446,23120
94429,27928
87135,13036
89045,68217
77093,90595
19604,64564
38456,20580
99949,95473
19970,23762
49478,94918
73475,95915
21655,43165
10124,28604
89045,77991
12955,69168
36803,67281
34514,63168
92874,54261
11280,43629
56533,58472
85394,87513
38097,78278
53704,27186
15651,12183
34888,85071
71810,74115
42387,38589
58282,59858
50530,81623
40720,18220
37435,80203
95576,25112
51328,27487
36378,52735
83458,57441
74359,16583
88649,68008
93836,93205
76277,29428
73090,63669
91190,27809
87028,71814
69002,36345
71868,19141
10124,85043
38242,35017
53921,72320
17022,66740
78733,28399
81140,22592
45195,30299
40727,34919
89045,19792
93836,25687
90916,83082
82874,40314
63922,80873
11066,21542
94833,55959
37081,77334
21529,19353
73475,19186
95072,34259
74519,13064
49662,41193
72223,55457
65670,16381
19770,50435
50801,50032
46550,49806
37435,18336
90595,13333
19267,90334
82246,60180
62302,93184
26507,74440
87526,63011
91304,40458
57800,23721
17206,63922
38097,95151
98112,51880
54229,20539
62420,93904
46550,72851
61786,42399
63519,99078
84321,12254
44243,10577
37435,46056
39472,51235
12660,50954
56517,77199
63922,18283
87526,52859
98536,15246
97622,93836
88978,49522
40727,73549
75373,31118
61786,51627
93643,89566
37435,23542
11280,54992
37435,24990
19657,33159
17022,53499
72286,84995
50732,45818
14636,41169
26973,40120
84321,64286
30593,63432
24130,99949
17022,61077
82246,36433
59964,54816
84321,85544
52196,60397
37081,76341
79027,31479
17420,16260
10124,96337
62284,65067
44801,26483
17022,96326
54149,14058
65898,13393
53423,65901
57276,38500
79584,20118
40727,44353
49739,47498
47833,93041
46550,46970
75373,33688
90514,68223
94553,87884
37435,65159
74006,58329
37350,42199
20844,76135
93433,46639
49055,65739
40727,43290
86698,31619
86616,77506
56317,65377
84321,31884
81238,52311
93836,99796
95658,51116
73020,41167
18876,16379
97271,12306
48015,31299
70147,73188
42268,11052
89990,65938
98705,26961
58398,95494
23555,59265
32132,87502
84797,70660
89045,12091
26719,41613
20739,68419
58398,26943
89990,89349
17022,16651
28221,95467
98021,89990
86929,85616
51259,16479
83454,76664
74941,78928
45590,31423
82778,93437
52691,85851
15659,76954
74584,16646
46550,48296
70921,77084
99119,27964
78157,41032
82246,32094
49175,29499
13077,79737
68557,25423
58628,12219
29077,70282
11280,87976
43034,57871
58398,81209
45328,56626
28793,29128
38794,14975
36392,58884
46550,24278
27547,77033
73475,74285
32903,10130
11456,34728
17022,40336
45936,62399
53688,95138
16609,12955
93836,74887
93836,18948
26898,28427
80949,67749
17022,94522
82892,76210
36081,78717
80671,13088
18670,80352
41082,68720
69651,62146
84952,39371
27315,41619
58398,90093
45626,32716
27624,11280
94534,22129
10124,24812
86431,43238
97662,35791
53170,13162
15678,57534
63618,66069
11541,49841
38097,23345
79056,36649
76443,37193
64707,18519
61786,34081
75935,47018
48882,30452
58817,12559
91051,32825
19974,16051
17022,80171
54710,19374
84738,57295
38097,81314
49965,33479
79056,38611
49754,63785
70415,18774
72330,98510
73475,85801
17022,10744
11280,15097
37435,52514
96099,86860
22005,27804
79155,62601
70452,86020
15399,26991
69989,98690
79768,18491
79056,85009
20212,11329
70405,10782
40727,85026
34001,26888
42445,36315
37435,49098
38097,59474
41947,86676
84321,55178
87526,53985
47299,65575
82817,57292
37081,24657
10439,82204
73475,82639
74139,81107
97271,89946
41394,93306
46550,62863
86956,48547
55301,12374
95539,81681
84321,94195
24017,15303
93928,36395
10804,28572
45406,62931
88845,33902
83483,25697
51476,86956
55123,73957
29803,83525
19887,16581
90129,96012
40727,14067
38351,66384
75373,43782
29489,53517
71797,17126
68046,10854
89990,68594
17022,89786
11280,81737
84321,71138
62041,77457
54740,99540
87693,15369
39716,73475
99949,35348
97271,67944
20757,91345
99901,48703
84321,56450
70680,75169
45299,27015
85030,34175
64377,21184
97271,95716
70254,25738
75062,79049
68773,54904
47161,12813
74505,95857
87526,17456
30203,24008
17022,92925
98227,17008
13325,53399
49498,84080
62070,23522
37081,80392
89518,67497
46550,31797
29610,67380
47817,29237
13477,32106
61786,17711
35480,19802
37081,46456
67389,17560
64837,59598
10592,30808
86193,78213
89045,34411
61786,22714
79584,88368
37435,49172
30525,28106
65269,34595
90595,67363
33649,50389
74115,57932
15566,85665
84257,68846
75483,37420
85030,70969
74115,53989
81520,30509
63922,92232
64612,12314
76983,59372
75373,31019
58019,28072
67527,51728
36949,82597
46706,66512
89043,89805
72753,13220
31313,19121
89644,27852
97271,29411
88672,10756
82080,60773
11688,81746
23550,90653
14905,59400
44079,97489
40678,20132
43722,82210
80985,90436
18182,92889
19573,40727
17022,76922
78420,27554
87324,47592
75728,78580
63922,91390
80324,82409
53958,60005
90334,46353
26377,89672
11280,52436
41947,71495
93836,59787
79584,13621
31156,16093
51436,11603
12955,31593
89990,70829
96353,61100
61786,71072
17022,33450
48359,65493
44884,51250
61786,49691
61786,41947
93836,60973
87954,44926
35723,90989
30386,98883
67713,83974
17323,86576
77745,32534
32708,57475
43190,86499
71687,26325
58398,16737
17022,88460
61963,10798
54790,59899
56390,84722
75766,38117
97271,12595
78757,23267
97271,70504
63922,44104
85030,22950
84321,66137
99949,18407
61786,37598
24323,28201
79868,19404
33781,53725
41947,56941
83925,88231
73475,30916
46011,81019
23123,91386
79332,29455
42378,32603
46922,61578
12955,67431
15692,85884
89045,40799
97271,27326
11280,79681
38097,35614
54190,99407
10124,30288
66109,59805
12955,27031
46550,51952
17022,63420
17307,96282
17022,45123
32553,95858
98702,85339
81650,19887
66465,20177
84663,92548
38097,28915
58398,48995
97259,32153
55843,14697
31921,15115
21175,97258
75150,11833
37081,20476
87869,57780
16813,20868
72786,55154
79056,51855
94071,58551
60493,32367
16754,70926
94004,95196
32933,30949
10128,93955
61786,14553
11579,67116
85680,34377
79584,69983
38097,92220
11280,69116
10124,83291
30127,63499
97271,48167
13990,70014
78226,40226
12411,71699
75750,40455
11343,74381
74967,88846
79739,17219
30775,78747
18354,98201
68841,54571
49837,85738
10897,17375
46550,44862
11030,15932
17022,79584
58398,77641
38097,54882
75159,87246
41878,33635
60331,75249
55151,46712
91967,48228
39458,17264
86956,58907
87904,62693
43222,72122
73934,70553
90334,43027
97905,69420
10124,91527
96995,34146
88728,77998
91008,80279
77608,35125
63922,33786
38917,82027
49903,10855
38097,66407
49360,50926
97271,73591
84321,97759
49137,82742
57753,16002
38875,53455
40727,66703
92842,76244
49664,87526
87526,92147
